mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,45,Loiret,344.0,2021-12-31,130.0,2017-12-31,214.0,165.0,,,,300.0,100.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,45,Loiret,99.85,2022-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,45,Loiret,626253.0,2022-10-31,591460.0,2017-12-31,34793.0,6.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,45,Loiret,195.0,2021-12-31,240.0,2017-12-31,-45.0,-19.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,45,Loiret,436.0,2021-12-31,499.0,2017-12-31,-63.0,-13.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,45,Loiret,881.0,2022-12-31,0.0,2020-05-31,881.0,,326.0,170.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,45,Loiret,57.0,2021-12-31,19.0,2017-12-31,38.0,200.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,45,Loiret,10.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,45,Loiret,24.0,2022-09-30,37.0,2017-12-31,-13.0,-35.0,35.0,-31.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,45,Loiret,7.0,2022-09-30,6.0,2021-06-30,1.0,17.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,45,Loiret,290.0,2022-12-31,177.0,2021-03-31,113.0,64.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,45,Loiret,1268.0,2022-10-31,0.0,2020-09-30,1268.0,,59.0,2049.0,2021-03-31,2323.0,55.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,45,Loiret,33.66,2022-06-30,0.0,2018-12-31,34.0,,14.61,130.0,2020-09-30,40.0,84.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,45,Loiret,50.68,2022-06-30,0.0,2019-03-31,51.0,,50.78,-0.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,45,Loiret,15.62,2022-06-30,0.0,2019-12-31,16.0,,13.69,14.0,2020-09-30,20.0,78.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,45,Loiret,23.0,2022-12-31,19.0,2017-06-30,4.0,21.0,24.0,-4.0,2020-06-30,26.0,57.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,45,Loiret,0.0,2021-12-31,,,,,,,,5.0,,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,45,Loiret,3673.0,2021-12-31,3469.0,2018-12-31,204.0,6.0,2457.0,49.0,2020-09-30,3771.0,68.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,45,Loiret,7.34,2022-09-30,3.2,2017-12-31,4.0,129.0,4.2,75.0,2019-12-31,3.0,0.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,45,Loiret,16378.0,2022-10-31,0.0,2019-12-31,16378.0,,2769.0,491.0,2021-03-31,14718.0,100.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,45,Loiret,548.0,2022-11-30,570.0,2017-12-31,-22.0,-4.0,537.0,2.0,2019-12-31,614.0,0.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,45,Loiret,85.0,2022-12-31,6.0,2017-12-31,79.0,1317.0,,,,100.0,84.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,45,Loiret,81.0,2022-09-30,23.0,2017-12-31,58.0,252.0,58.0,40.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,45,Loiret,23.0,2022-12-31,3.0,2020-01-31,20.0,667.0,7.0,229.0,2020-09-30,22.0,100.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,45,Loiret,15391.0,2022-12-31,0.0,2019-01-31,15391.0,,,,,15155.0,100.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,45,Loiret,158.0,2022-12-31,0.0,2020-09-30,158.0,,,,,420.0,38.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,45,Loiret,124.0,2022-06-30,0.0,2020-09-30,124.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,45,Loiret,406.0,2022-09-30,0.0,2019-12-31,406.0,,212.0,92.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,45,Loiret,406.0,2022-09-30,0.0,2019-12-31,406.0,,212.0,92.0,2021-03-31,,,,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,45,Loiret,205.0,2022-12-31,0.0,2019-03-31,205.0,,,,,950.0,22.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,45,Loiret,2091.0,2022-12-31,0.0,2019-03-31,2091.0,,212.0,886.0,2021-06-30,2149.0,97.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,45,Loiret,12.2,2022-11-30,0.0,2021-01-31,12.0,,,,,15.0,81.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,45,Loiret,91.0,2022-12-31,40.0,2019-03-31,51.0,127.0,,,,90.0,100.0,2022-12-31,%
